gün gerizekalı edebiyat ödevi uğraştığıma inanamıyorum nefret ediyorum dersten nefret ,kizgin
ıslatan araba sahibine sövüyorum ,kizgin
elektrikler yok delireceğim şarjım olmuş ,kizgin
bok olduğunda gelip hemen burdan laf sokacağınıza git doğru düzgün söyle mal ,kizgin
telefonumun mikrofonu bozuldu delireceğim kulaklık girişi bozuk ,kizgin
tweetine adını yazmayan gerizekalı gelsin alsın ,kizgin
beyin hücresini taneyle verdiler lan olmaz lan nefret ediyorum ,kizgin
görgüsüz insanları duvardan duvara vurmak istiyorum nefret olamaz ,kizgin
lan yıldan fazla oldu gün konuştuk gidiyorsun lan delireceğim taktik verseydin giderken ,kizgin
nefretimiz elektriğe dönüştürülebilseydi dünyayı aydınlatmaya yeterdi ,kizgin
sütyenim sıkıyor kafayı yiyeceğim ,kizgin
kalktığımdan arıyorum yok kafayı yiyeceğim heryeri alt üst ettim prize bakmamışım meğer ,kizgin
evde çocuk kafayı yiyeceğim kafalarını duvara vuruyolar ,kizgin
bankanın müşteri temsilcisinin allah belasını versin kudurdum sinirden bak ,kizgin
aynen kudurdum sinirden yazmam aramam sormam basıp git hadi ,kizgin
elektrikler gitti sıçıcam işe resmen izlemiyim amk kudurdum sinirden ,kizgin
burda bi küfür edeceğim kişi takipten çıkacak doluyum ,kizgin
aşırı agresifim gelmeyin üstüme dedikce geliyorsunuz manyak mısınız ,kizgin
radyo dinlerken sinir küpü oldum ,kizgin
saçlarımızla sinirlerimizle oynadığınız ortalarda sinir küpü geziyoruz ,kizgin
yemekteyiz inci patlıcanı kesemiyorsun yalandan sinir oldum ,kizgin
atom sokaklarda pervasızca bağırmak istiyorum anda ,kizgin
öfkeliyim yaptıklarına yapamadıklarına diyorum bitti blanık fotoğrafını silemiyorum ,kizgin
hadiseye karşi öfkem nedeni olmadan öfkelendiğim tek insan emin değilim öfkeliyim ,kizgin
an içimden bağırmak geldi yeminle ,kizgin
ödemesini yapmayan müşterileri arayıp where is my money bağırmak istiyorum ,kizgin
soğukta sümerparkta oturan çiftler gerizekalı yemin ederim ,kizgin
eşinin yanında bakıyorsun hadsiz bağırmak istemek ,kizgin
meclise bak esenler arka mahallesi yöneten kitleye bak yumruklar küfürler kavgalar yazıklar hepinize ,kizgin
iptal edin ligleri birlik bağıran ağızlardan beddualar küfürler çocuğundan çıksın liginiz batsın ,kizgin
satır satır orul orul küfürler yazmak istiyorum an buraya ,kizgin
kavgalar gürültüler sinir krizleri geçirilen nöbetler kırılan eşyalar küfürler hakaretler saymakla bitmez ,kizgin
aklıma geldiğinde küfürler ettiklerim napıyolar yaşıyorlar ,kizgin
ziraat bankası nefret ediyorum eminim şekerbank güzel bankadır ,kizgin
kızdığımı açıklamaya çalışırken sinirleniyorum ,kizgin
sırf inat egonuz yüzünden küfürler ,kizgin
beyin bedava iken gerizekalı ciddi yetenek işidir ,kizgin
güzel küfürler biliyorum kadına yakışmıyor diyorlar ,kizgin
aniden kötü hislerin bastırmasından nefret ederim ,kizgin
soruyorum adımı çaldın gerizekalı ,kizgin
sinirliyken yaratıcı küfürler edebiliyorum müthiş olay ,kizgin
yumurtanın sperme gittiği görülmüş gerizekalı yazıcam ,kizgin
özür dilenince sinirleniyorum değiştirmiyor anlasanıza özür dilenecek yapmayın basiti ,kizgin
yeter bağıracağım ,kizgin
abi mor montum çıldıracağım ,kizgin
saçma sapan ağa dizileri mafya dizileri uyduruk polisiyeleri alın turşusunu kurun dizimizi harcadınız ,kizgin
dünya üzerinde nefes sinir oluyorum an hayvanlar hariç ,kizgin
kendime konuşurken başkası araya girince sinirleniyorum ,kizgin
lütfen hayatımda herşey net belirsizlikten nefret ediyorum düşünmekten kafayı yiyeceğim ,kizgin
yemek yedikten kürdanı ağzına atıp saatlerce kürdanla gezen tiplerden nefret ediyorum ,kizgin
abi ısınamıyorum uyuyamıyorum camı açıp bağıracağım ,kizgin
saçma sapan şeylerle oyalanıyoruz gerçek ,kizgin
annelerin yemek yeme düzensizliğine bağlamalarına sinir oluyorum ,kizgin
matematikte mutlak değer konusu zor malım çıldıracağım ,kizgin
buraya atılan videonun bozuk olmaması gerekiyor bilen söyleyebilir kafayı yiyeceğim ,kizgin
attığım mesaja geç cevap veren insanlardan nefret ediyorum ,kizgin
kızdığımı açıklamaya çalışırken sinirleniyorum ,kizgin
benimle yorum yapan saçma sapan insanlara hayatımı açıp baksana neresindesin göstermek istiyorum ,kizgin
kısa cevap vermeyin sinir oluyorum ,kizgin
samimi olmadığım yapıyorsun dediğinde istemsiz sinirleniyorum sanane lan yapıyorum ,kizgin
banko şampiyon olacağımız turnuvada sakatlık yedeğimiz yok diskalifiye olduk sinirden kafayı yiyeceğim ,kizgin
uzun süredir mesaj atmıyorsun çocuk sinirleniyorum ,kizgin
odadaki yeni kız sinir ediyor an uyuyor sinir oluyorum ,kizgin
askerliğimi tür tecil ettiremedim kafayı yiyeceğim sonunda gidicem askere ,kizgin
okuldan ciddi anlamda nefret ediyorum eskiden arkadaş azından derdim yok ,kizgin
kendime sinir oluyorum aralar olmaması gereken gereken gidiyorum yapıyorum aptalım ,kizgin
nefret ettiğim kişi sayısının fazlalığı korkutmaya başladı resmen sinirlenip sinir oluyorum ,kizgin
sevgililerin birbirine şifre verme olayına sinir oluyorum güvenmiyorsun sevgili sıfatın ,kizgin
bölümü şurdan kesseydi kanal keşke vallahi sinir oluyorum daralıyorum ,kizgin
söyleyeceğim diyip saat yazanlara sinir oluyorum ,kizgin
oy vurun vurun çektiğim zulüm bağıracağım ,kizgin
sevdiğim insanlar yanımda sinir oluyorum ,kizgin
sabaha küfür edeceğim okumak istemeyen takipten çıksın ,kizgin
verdiğim değere karşılık alamayınca nankörlük edilince sinir oluyorum ,kizgin
handeyi bi salın gerçekten feci sinirleniyorum küfür edeceğim etmiyorum sınamayın ,kizgin
bilim konuşulurken işin içine din sokmalarına sinir oluyorum ,kizgin
yolda yavaş yürüyen insanlara sinir oluyorum özellikle yolun ortasındalarsa ,kizgin
kardeşim kumandayı saklamış çarşıya gitmişler saattir çizgi filme bakıyoruz kafayı yiyeceğim ,kizgin
birine sinirlenip tartışırken gözlerim dolup yüzüm kızarıyor tarafa güçsüz göründüğümü düşünüp tekrar sinirleniyorum ,kizgin
sürekli şeyleri sorguluyorum kafayı yiyeceğim ,kizgin
sinirleniyorum neye sinirlendiğimi bilmiyorum karadenizli gerçekten zor ,kizgin
sinirlendim kar yağacak yağda oynayak lan ,kizgin
dışarda tanımadığınız insanlarla senli benli konuşmayın kafayı yiyeceğim ayılıklar görmek istemiyorum ,kizgin
kinci değilim düşene vuranlara düşürüp vurmak istiyorum ,kizgin
yanımda oturan kadın konuşuyor yemin ederim kafayı yiyeceğim ,kizgin
cidden evde kalmak iyi gelmiyor okulda yoktan sinirimi nefretimi atabiliyorum evde iyice kafayı yiyeceğim ,kizgin
ayında sivrisinek kafayı yiyeceğim ,kizgin
uzun zamandır sinirli anımı yaşıyorum sinirliyim kafayı yiyeceğim an ,kizgin
gece birilerine salça olmazsam kafayı yiyeceğim habersiz gidenler sinirimi bozuyor ,kizgin
seven kalbim an nefret ediyor ,kizgin
güvenmiyor nefret ediyor yeryüzündeki hastalıksın ,kizgin
bence maskelerini çıkartsın birbirinden nefret ediyor soyunun ,kizgin
karakter varya herkeste sanırım dolaylı anlatımlardan nefret ediyor kale almıyorum ,kizgin
birbirlerinden nefret ediyor birbirleriyle samimi ,kizgin
yok şehirden nefret ediyorum insanlar saygısız ,kizgin
gördüğümde inanmışlığım aklıma geldikçe kendimden nefret ediyorum ,kizgin
sebepsiz yere arıyorum çalarken açarsa diyiyeceğim düşünüyorum açmayınca sinirleniyorum ,kizgin
herşeye kolay sinirleniyorum gerçekten insanlar sinir bozucu ,kizgin
saçma sapan konuklarla sıkıcı program yapıyorsunuz ,kizgin
abi saçma sapan cezalar veriliyor ,kizgin
netimi saçma sapan şeylere harcıyorum ,kizgin
evet bırakıp mobile legends oynayıp küfür edeceğim geri gelicem ,kizgin
kızım özgüven küfür edeceğim sabrımı zorlama ,kizgin
arıyor bulamıyorsam direk sinirleniyorum sizede oluyo bende ,kizgin
sistemli attığımız goller ofsayt verilmiyor penaltımız verilmiyor yeter defol git ,kizgin
aslı an sinirliyim üzüyorsun adamı kendin yapışıp konuşuyorsun ,kizgin
sinirliyim an kırmızı lahananın rengi mor kabul etmiyorum rengi mor mor ,kizgin
elit semtte oturmasam sokağa çıkıp bağıra bağıra küfür edeceğim sinirim bedenime sığmıyor ,kizgin
saatte uyandırıldım sinirliyim ,kizgin
sinirliyim köpeğe olabilir ,kizgin
biriyle tartıştığımı hayal ettim hayale kendimi fazla kaptırdığım sinirliyim an ,kizgin
vize haftasına girdim an dağa taşa havadaki oksijene sinirliyim ,kizgin
yakın arkadaşlarımı başkalarıyla paylaşmaya dayanamamakşam aşırı sinirliyim ,kizgin
lan günün saati sinirliyim kalan saatte uyuyorum ,kizgin
geri ver defolup git gidiyorsan git ,kizgin
istediğin insanla mutlu ol yüzün gülsün lütfen defolup git aklımdan ,kizgin
şeyin rahatsız ediyor nolur defolup git gidiyorsan ,kizgin
durmak istemiyorsun durmadan defolup git ülkeden ,kizgin
hastalık defol git başımdan ,kizgin
defol git ders çalış kalacaksın diyebilir ,kizgin
emeğe saygı göstermek zor olmamalı paylaşmayın izle filmini defol git ,kizgin
zihniyetini ayakta alkışlıyorum ego alaka kardeş sinir oluyorum boş insanları takip ediyorum ,kizgin
çalışma saatlerimi bilmediğiniz karıştırdığınız acayip sinir oluyorum ,kizgin
anlatırken demiştim diyip duranlara sinir oluyorum aynı tarafa çekinmem söylerim ,kizgin
sinirleniyorum sinirlendirmek ,kizgin
kore dizisi diyen insanlara sinir oluyorum türk dizisi hint dizisi oluyorsa kore dizisi anlamak istemiyorsun ,kizgin
not isteyenlere sinir oluyorum yüzlerine söylemesemde ,kizgin
sinir oluyorum kendime kötü herşeyi unuttum ,kizgin
yanaklarımı sıkan insanlara sinir oluyorum ,kizgin
korece müziğe önyargılı sinir oluyorum müzikte önemli dil hissettirdiğidir anlatamadık ,kizgin
çıldıracağım kafayı yiyeceğim ,kizgin
seneye mezun olucam olana gün cübbenin renkler uyumlu gözükür düşünmekten kafayı yiyeceğim ,kizgin
hakaret ediyormuşum sinirinden geçilmiyor yaptın farkında ,kizgin
gündür evdeyim kafayı yiyeceğim insanlar çalışmadan gün napıyor ,kizgin
anlaşılmıyor yazdıklarım anlaşılmıyor kafayı yiyeceğim ,kizgin
sürekli sinirleniyorum akışına bıraktım neye sinirlendiğimi bilmiyorum ,kizgin
arabanın anahtarı annemde gitmiş allah’ım kafayı yiyeceğim ,kizgin
öğrenci kimliğimi kaybetmişim kafayı yiyeceğim ay uğraş ,kizgin
boncuk kötü kafayı yiyeceğim ,kizgin
telefonuma birini isim soyisimle kaydetmem sevmiyor nefret ediyor olmam lazım ,kizgin
ellerim soyuluyor dedi deri değiştiriyorsun normaldir sizde dedim sanırım nefret ediyor ,kizgin
vallahi delireceğim düştük amk ,kizgin
sakin kalmaya çalıştıkça günden güne artan öfkemden nefret ediyorum ,kizgin
demiştim demekten nefret ediyorum dedirtiyorsun ,kizgin
kız kimle yakın arkadaş duygu besliyor allahım delireceğim yareppim ,kizgin
abi koca gursuda kiralık daire yok kafayı yiyeceğim ,kizgin
boku bitmiyor çıldıracağım ,kizgin
düşündükçe sinirleniyorum sinirlendikçe düşünüyorum kısır döngü girdabındayım ,kizgin
uyurken burnum kanamış heryer kan olmuş uyanırken sinir küpü uyandım ,kizgin
kavga edeceğim sinirden çarpıntım tutuyor ,kizgin
sinirle fazla yaşamam diyorum yaşadıkça sinirleniyorum ,kizgin
alışveriş yapıcam yokki yapim sinir bozucu ,kizgin
sinirlenince gözlerimin dolmasından nefret ediyorum ,kizgin
aç sinirliyim kurban olayım yok sayın ,kizgin
gecenin saat yüksek seale gazap dinliyorsun küfür edeceğim ,kizgin
of ağzımdaki uyuşukluk geçmedi delireceğim ,kizgin
telefonumun ekranı çizildi kırılmış duruyor sinirliyim ,kizgin
passolig cezayı bozüyük vitraspordan aldım beşiktaş bayern maçına girememek delireceğim ,kizgin
millet der düşünenlerden nefret ediyorum ,kizgin
siren sesinde içimi sızlatan amblans seslerinden nefret ediyorum ,kizgin
ekilmekten nefret ediyorum ,kizgin
allahım etraf beyinsiz kaynıyor çıldıracağım ,kizgin
yaş kız evde kaldım diyor yok çıldıracağım acele ,kizgin
yeter karşıma saçma sapan insanlar çıkmadan bitsin kabak tadı verdi aynı ,kizgin
salak gerizekalı yemin ediyorum mal matematikten farkın yok ,kizgin
ela yokken yapasım gelmiyor çıldıracağım ,kizgin
instastory izleyenler neye sıralanıyor yemin ederim çıldıracağım ,kizgin
istediğim ekleri bulamıyorum delireceğim ,kizgin
sınavdan sınava giriyorum kafayı yiyeceğim ,kizgin
birinin kilosu boyuyla dalga geçildiğini görünce küfür edilmiş sinirleniyorum ,kizgin
allah aşkına android çevrimdışı müzik programı söyleyin kafayı yiyeceğim ,kizgin
gerizekali diyorum halt yapıyorsun delireceğim ,kizgin
paypal’ı ülkemizden kaldırdılar öfkeliyim konuda geri getirin yeter ,kizgin
karşımdakine değer verirsem sinirleniyorum yanlışlara ,kizgin
sodayı açmaya çalışırken yere döktüm sakar öfkeliyim an ,kizgin
günlerinden nefret ediyorum ,kizgin
sol şeritte lik yolda sürüyor gerizekalı allahım sakin olamıyorum böylelerini görünce ,kizgin
herşeye sinirleniyorum saçımı başımı yolmamak kendimi zor tutuyorum ,kizgin
alışveriş yapmam lazım sinirleniyorum ,kizgin
sinirliyken eğlendirmeye çalışanlara sinirleniyorum ,kizgin
çıkıp bağıra bağıra küfür edeceğim tutamıyorum kendimi ,kizgin
sinirleniyorum lanet üniversitede karar mantıklı ,kizgin
herşeye hızlı sinirleniyorum tahammül süremi çoktan aştık birtanem ,kizgin
benle alakası olamayan sinirleniyorum benle alakası olanlara sinirleniyordum galiba menapoz ,kizgin
param yokken yapmayın indirimleri sinirleniyorum ,kizgin
bomboş saçma bugün öfkeliyim ,kizgin
domuz eti yersin sinirden küplere bindim uyuyamıyorum ,kizgin
kuş beyinli dicem kuşlara hakaret kuşların beyni yok amk ,kizgin
sürekli sinirleniyorum akışına bıraktım neye sinirlendiğimi bilmiyorum ,kizgin
of anlamsızca öfkeliyim ,kizgin
an sinirleniyorum gebze haremi gördükçe akraba olma arabası geçecek ,kizgin
anda sinirleniyorum kendime sebebi ,kizgin
hayat beklediğim gitmiyor sinirleniyorum doktor hanım ,kizgin
uykumu almadığım kendimi agresif hissediyorum ,kizgin
bugün kendimi türkmenistan hazar denizindeki kıta sahanlığından problem yaşayan rusya agresif hissediyorum ,kizgin
agresif hissediyorum an bilmiyorum çişim olduğundandır ,kizgin
esra erolu çileden çıkartan şalvarli gelin adayı agresif hissediyorum ,kizgin
ay bugün kendimi işe yaramaz uyuz agresif hissediyorum ,kizgin
ayran içtim agresif hissediyorum ,kizgin
fragmanın gelmediği an agresif hissediyorum oldu ,kizgin
yandan uzunu izlediğim agresif hissediyorum kendimi birazdan umarsızca koşmaya çıkacağım sinirimi atmak ,kizgin
siteye uğradığım zamanlar gergin agresif hissediyorum ,kizgin
gerizekalı agresif hissediyorum timeline boşken millete sallayayım diyorum iyi biriyim ,kizgin
sinirliyim bulaşanı hücrelerine parçalıyabilirim ,kizgin
cidden bugün sinirliyim alnıma sataşmayın yazcam ,kizgin
hadsizlik filmde resmen sinirden küplere bindim islamı yerden yere vurdu ,kizgin
sinirliyim an camdan atlayabilirim ,kizgin
fena iftira atıldı üstüme an sinirliyim ,kizgin
sarılmayı fiziksel algılayanlara kızgınım ,kizgin
agresif oldum olmadık herşeye sinirlenir oldum ,kizgin
yüzüme söyleyemeyip buradan laf gönderenlere sinir oluyorum kolaysa yüzüme söyle ,kizgin
seninle muhattap eden hayatın vizyonsuzluğuna baya kızgınım ,kizgin
sinir oluyorum aralar ,kizgin
erzurumlu birine sinirlenince “çor zıkkım davun gatıran” diyorum anlamıyor sinir bozucu ,kizgin
aramamış olman sinir bozucu ,kizgin
zamanımı boşa harcadığım kendime kızgınım ,kizgin
bilader kelime sinir bozucu peki ,kizgin
sinirliyim çirkin yapıyor ,kizgin
yemin ederim kan beynimden sıçrıyor derece sinirliyim ,kizgin
genel öğün asabi agresifim ara öğünler sinirli ,kizgin
gördüğüm manzaradan ikinci öğretimlere kızgınım ,kizgin
aralar fazla tahammülsüz sinirliyim hayrolsun ,kizgin
googleun soruya cevabı sinir bozucu ,kizgin
eskisindende agresif oldum kafamda filler dans ediyor ,kizgin
yaratmayanlara kızgınım hakkımdı ,kizgin
rehberimde kişi halı sahaya gelicek adam bulamıyorum amk kafayı yiyeceğim ,kizgin
karadenizli olmayanların şive yapmaya çalışması sinir bozucu ,kizgin
annem beyaz pantolonla cebinde lirayı yıkamış isyan ettim sinirliyim beyazlarla yıkanır ,kizgin
fena sinirliyim çarşıya iniyorum ortalığı birbirine katacağım ,kizgin
müezzinden saat uyandığım hayata kırgın kızgınım ,kizgin
spor hocama bugün sinirliyim dedim çalıştır an sinirli oldum unuttum hocaya sinirliyim ,kizgin
taehyunga sakız meselesine sinirliyim anlatamam ,kizgin
kızgınım kişilere an sıfırlar ,kizgin
bende böyleyim sinirliyim agresifim ,kizgin
sinirliyim örtmene hastayım diyip gitmeyeceğim derse amk matemetik öğrenmek istemiyorum ,kizgin
zeki insanlar çabuk sinirlenir okudum yerde oldu bilmiyorum anda küplere bindim ,kizgin
domuz eti yersin sinirden küplere bindim uyuyamıyorum ,kizgin
birine küfür edeceğim hasan ali kaldırım diyecem ,kizgin
pislik arkadaşlara sahibim yemin ederim düşündükçe kafayı yiyeceğim ,kizgin
kafayı yiyeceğim kediyi öldürür insan ,kizgin
dakikada kontenjan doldurulabilir kafayı yiyeceğim bak ,kizgin
delireceğim kafayı yiyeceğim sus beynim sus ,kizgin
yahu rakamındaki sır kafayı yiyeceğim ,kizgin
çemensiz pastırma sinir oldum an yok ha ,kizgin
anlayamadı sinir oldum sağolsun bağıranlar yüzünden ,kizgin
pasif agresiflikten nefret ederken pasif agresif oldum hayatım baya planladığım gidiyor ,kizgin
olmadığım kızgınım hocaya takıma ,kizgin
final haftamda agresifim uçan kusla kavga ediyorum ,kizgin
geceden bugüne bitti turkcelli allah alsın an kızgınım ,kizgin
aşırı agresifim selam verse selam veriyosun kavga çıkarsam ,kizgin
para yok diyorum agresifim diyorum ,kizgin
güzel çay içemedim agresifim ,kizgin
germeyin oğlum sinirliyim agresifim bak ,kizgin
sevgilimi özledim ters yapan başının üstünde yeri agresifim kompleksliyim an ,kizgin
sinirlenemiyor oluşuma kızgınım ,kizgin
inşallah karşıma çıkmazsın nefret ediyorum nefret ,kizgin
modüler aritmetik nefret ediyorum ,kizgin
yanımda olmadığın suçlusun kızgınım ,kizgin
heyecanlanınca yalan söyleyince elimin ayağımın titremesinden nefret ediyorum ,kizgin
sorlan sorulardan karşıma ikinci çıkan insanlardan nefret ediyorum ,kizgin
sinirliyim allahım inşallah topunuzun belasını verir hiçbirinize ayık kafayla dayanamıyorum ,kizgin
allahım kafayı yiyeceğim kursta uykum geldi dayanamıyorum çıktım ,kizgin
can manay eski sevgilisinin gözüne kezzap dökmüş kafayı yiyeceğim ,kizgin
ders çalışıyorum gidiyor merak ediyorum kafayı yiyeceğim ,kizgin
tarihlere kızgınım takvim yapraklarıyla anlaşamıyorum ,kizgin
yürüyemediğim yolların içimde birikmesine kızgınım yalnızca ,kizgin
soyisimlerinizi kullanarak yerlere gelmenize aşırı kızgınım ,kizgin
ayrılığı reva görenlere miktar kızgınım ,kizgin
git gide tahammülsüz insan oluyorum sürekli sinirliyim galiba ruh hastası oluyorum yavaştan ,kizgin
kafam karışık uykusuz aç agresifim anlamsız karmaşa hiçim ,kizgin
kızgınım sinirliyim karşılaşsak kaşık suda boğarım yüzüne tükürürüm evet ,kizgin
kızgınım kendime defasında kendimden karşımdakine değer verdiğim kendime kızgınım ,kizgin
kızgınım kalsam soğumam ,kizgin
medenicinin dersindeki ses kaydını dinliyorum adam yavaş konuşuyor vallahi kafayı koyup uyucam kızgınım ,kizgin
kaderimizde kolayca ekmek kazanmak nasip değilmiş bilmiyorum hayata kızgınım ,kizgin
erken uyandığım kızgınım kendime bok ,kizgin
kızgınım kendime gider diyenlere gidenleri savunduğuma kızgınım ,kizgin
saatte uyandıran alese miktarda kızgınım ,kizgin
seninle muhattap eden hayatın vizyonsuzluğunada baya kızgınım ,kizgin
herşeye kızgınım sebebini bilmiyorum ,kizgin
muslera formuyla oldukça kızgınım kötü senedir kötü ,kizgin
tersimden kalktım sinirden çıldıracağım bugün ,kizgin
aykut hoca yeter libero saldır diyoruz yaptığına bak sövdüreceksin illa ,kizgin
mesaj bekliyorum ay çıldıracağım ,kizgin
bilip bilmeden cengiz han hakkında yorum yapıyor kafayı yiyeceğim ,kizgin
çıldıracam gücü nerden alıyor ,kizgin
zıpırı gördükçe sövüyorum rahat bırak topçuları itici oğlu itici ,kizgin
